ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
SRBANK,4068,Financial Services,"SpareBank 1 SR-Bank ASA, together with its subsidiaries, provides various financial products and services for personal and corporate customers in Southern and Western Norway. The company offers its products and services in the areas of savings, loans, advice, insurance, and pensions. It also provides foreign exchange, administrative securities, commercial properties brokerage, leasing, accounting, and securities trading services, as well as active management and securities management services. In addition, the company facilitates debt and equity funding; and sells real estate properties comprising holiday homes, new builds, and used homes. Further, it is involved in the customer trading of interest rate instruments; and purchasing of home mortgages and funds by issuing covered bonds. Additionally, the company offers credit and debit cards; structured products; and mobile and online banking services. The company also serves retail, small business, and agricultural customers, as well as public sector. As of December 31, 2018, it had 36 branches in Rogaland, Vest-Agder, Aust-Agder, and Hordaland. SpareBank 1 SR-Bank ASA was founded in 1839 and is headquartered in Stavanger, Norway.",Stavanger,47 91 50 20 02,Norway,[],http://www.sparebank1.no/nb/sr-bank,1,Christen Tranes Gate 35,,Banks—Regional,78.7,79.15,73.82841,0.06988564,0.5233,,79.75,,326484,,78.7,72.43382,5.5,79.15,,326484,,,,,1587686400,,,,76.25,2,NOK,6.3461537,224144,,,,19832250368,,,338773,4.555996,76.25,77.7,,130700,224144,105.3,8.197675,,,48.38,77.55,False,,409700,79.75,OSL,SPAREBANK 1 SR BK,SpareBank 1 SR-Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SRBANK.OL,finmb_883781,no_market,,34.408,,0.35722,,,,9.46,,255735008,,,97.137,,,,1577750400,0.37039003,1528999936,12.22,,,0.798357,0.32251,1640908800,1593475200,,,166966283,149779431424,,,,,,-0.716,,,,,,,,https://logo.clearbit.com/sparebank1.no,1260,Postboks 250,,,,8ee5ca3d-26b8-36c3-9e7f-fabac7a9dd9b,,
SPOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNI,WC2B 4HN,Industrials,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1,Aldwych House,,Marine Shipping,81.7,81.5,89.47319,0,,,82.8,,18241,,81.7,84.0853,0,81.5,,18241,,,,,1587600000,0.980255,,,81.5,2,NOK,,2586,,,,6499324928,,,19873,3.218187,81.5,82.7,,400,2586,134.6,55,,5.67,69.6,82.3,False,,145400,82.8,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SNI.OL,finmb_305831,no_market,,3.776,,-0.00336,19.784,,,1.5,,63023800,,,20.457,,,,1575072000,0.11141,-1544000,-0.113,,,4.0328493,0.61417,1638230400,1590883200,,,33134761,7625656320,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,6749,4th Floor 71-91 Aldwych,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,,
STORM,,Real Estate,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1,Haakon VIIS gate 5,,Real Estate Services,3.1,3.1,2.6008697,0.1383871,0,,3.1,,14127,,3.1,3.3911765,0.429,3.1,,14127,,,,,1464307200,1.486643,,,2.9,4,NOK,,12298,,,,25620224,,,66211,8.82543,2.9,3.08,,80000,12298,6.45,32.22222,,,1.26,2.88,False,,100000,3.1,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STORM.OL,finmb_38919651,no_market,,16.044,,-0.10816,86.575,-0.16216218,,0.09,,8834560,,,0.534,,,,1577750400,0,-314000,-0.036,,,5.430712,0.47079,1640908800,1577750400,,,4904419,46577144,,1562716800,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,5,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,,
SUNSB-ME,6600,Financial Services,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",Sunndalsora,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1,Sunndalsveien 15,,Banks—Regional,114,113,110.28261,0.07017544,0.296,,114,,91,,114,110.47059,8,113,,91,,,,8,1585267200,0.163578,,,113,2,NOK,16.40524,0,,,,154713952,,,255,1.6483306,113,114,,,0,117,,,,106,106,False,0.070199996,,114,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.489,,0.37075,,0.0363636,,,,1357140,,,369.061,,,,1577750400,0.015420001,5527000,6.949,,,0.308892,0,1640908800,1585612800,,,931366,421316192,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,,,,,dd197052-51d0-31d7-81d4-de6977485aa6,,
SUBC,2086,Energy,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1,"412F, Route d'Esch",,Oil & Gas Equipment & Services,69.56,70.1,67.4021,,0,,70.9,,784603,,69.56,66.18,,70.1,,784603,,,,,1556150400,1.630662,,,69.64,2,NOK,,121420,,,,20858267648,,,1185257,6.23752,69.64,70.2,,128000,121420,110.1,280.72,,,38.5,70.14,False,,37100,70.9,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000,EQUITY,SUBC.OL,finmb_359868,no_market,,6.2,,-0.31124002,51.46,-0.18605196,,0.25,,297211008,,,14.516,,,,1577750400,0.61302,-1040800000,-3.495,,,4.8346653,0.24016,1640908800,1593475200,,,223844129,20733366272,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,8610c031-034f-3083-a212-b713518bf428,,
TECH,0667,Technology,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1,BrynsallEen 4,,Software—Application,2.98,3,2.6871738,,0,,3.1,,54815,,2.98,2.752353,,3,,54815,,,,,,0.344333,,,2.92,4,NOK,,18893,,,,475355552,,,37837,0.4167464,2.92,3,,60000,18893,4.18,,,,1.95,2.92,False,,72100,3.1,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TECH.OL,finmb_371366152,no_market,,0.481,,-0.058130004,30.593,-0.22395831,,,,162792992,,,2.905,,,,1577750400,0.027460001,-66303000,-0.402,,,1.0051636,0.75827,1640908800,1585612800,,,37517372,548410432,,1457654400,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,212,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,,
TYSB-ME,5680,Financial Services,"Tysnes Sparebank, a savings bank, provides banking products and services for private and business customers in Tysness and surrounding areas. It offers payment solutions, such as bank cards, credits, and mobile and online banking; insurance solutions, such as children, auto, death fall, health, buildings, holiday home, income, critical health, disability, and other insurance; loans, such as car loans, mortgages, loans to other vehicles, credit lines, and small loans; and share savings accounts, bank savings, BSU, fund savings, IPS, and retirement savings and pension accounts to private customers. The company also provides payment solutions, billing services, and Web and mobile banking services; financing services, such as bank guarantees, overdrafts, leasing, and corporate loans; liability, operational agriculture, property, health, home insurance, breeding and crew, car, and occupational insurance; and other accounts to companies in construction, property, trade and services, and agricultural industries. The company was incorporated in 1862 and is headquartered in Tysnes, Norway branches in Kvinnherad, Bergen, Odda, and Stord.",Tysnes,47 53 43 03 00,Norway,[],http://tysnes-sparebank.no,1,Teiglandsvegen 2,,Banks—Regional,113,113,111.528984,0.03964602,0,,113,,123,,113,111.64706,4.48,113,,123,,,,4.48,1591920000,0.201016,,,113,2,NOK,6.1627398,43,,,,171430048,,,92,2.5188816,113,113,,,43,128,,,,98,110,False,0.040700004,,113,OSL,TYSNES SPAREBANK,Tysnes Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TYSB-ME.OL,finmb_243651074,no_market,,9.595,,0.36630002,,,,,,1517080,,,210.553,,,,1577750400,0.02637,24930000,18.336,,,0.536682,0,1640908800,1585612800,,,700022,653036032,,,,,,-0.485,,,,,,,,https://logo.clearbit.com/tysnes-sparebank.no,,,,,,de47baa7-16a7-3778-aa54-ecf4024100b0,,
THIN,0160,Technology,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1,Fridtjof Nansens Plass 4,,Electronic Components,0.335,0.3358,0.96649635,,0,,0.34,,3371468,,0.335,0.381,,0.3358,,3371468,,,,,,2.038908,,,0.33,4,NOK,,2434065,,,,117695888,,,4727033,148.98213,0.33,0.3328,,2859200,2434065,5.8,-6.624,,,0.2912,0.3316,False,,1223200,0.34,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,THIN.OL,finmb_740992,no_market,,54.71,,0,-1.09,-0.86064893,,-0.05,,355361984,,,-0.387,,,,1577750400,0.06763,-69498000,-1.19,,,,0.02408,1640908800,1585612800,,,43445147,43220736,,1572566400,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,23,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,,
SUSB-ME,6650,Financial Services,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1,Bardshaugvegen 7,47 71 66 27 27,Banks—Regional,108,108,107.05797,0.06481481,0.2025,,108,,100,,108,106.52941,7,108,,100,,,,7,1583280000,0.243302,,,108,2,NOK,3.2527182,110,,,,217656720,,,467,1.4130526,108,0,,,110,117,,,,100,106,False,0.0654,,108,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.969,,0.43442002,,-0.031624615,,,,2015340,,,421.213,,,,1577750400,0.03771,66915000,33.203,,,0.25640234,0,1640908800,1585612800,,,1899140,611333248,,,,,,-0.407,,,,,,,,https://logo.clearbit.com/bank.no,,,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,,
TOTG,2850,Financial Services,"Totens Sparebank provides various banking and financial products and services in Norway. It provides savings; mortgages, loans, credit, and cards; pension products; VIPPS; insurance products; and asset management, leasing, payment, and real estate services, as well as online and mobile banking services. The company operates through five offices located in Mjosa, Gjovik, Lena, Raufoss, Hamar, and Raholt. Totens Sparebank was founded in 1854 and is headquartered in Lena, Norway.",Lena,47 61 14 12 00,Norway,[],http://www.totenbanken.no,1,Lenagata 30,47 61 14 12 65,Banks—Regional,138,140,135.32608,0.061594203,0.46240002,,140,,380,,138,138.23529,8.5,140,,380,,,,7,1585699200,0.200348,,,138,2,NOK,9.178583,317,,,,845185152,,,703,2.0882225,138,144,,57000,317,149,9.274194,,,115,138,False,0.05,57000,140,OSL,TOTENS SPAREBANK,Totens Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TOTG.OL,finmb_9237532,no_market,,10.892,,0.45233002,,0.11290324,,14.88,,6124530,,,305.61,,,,1577750400,0.0932,92504208,15.035,,,0.45155594,0.40230998,1640908800,1585612800,,,3828079,4408260608,,1335916800,340:240,,,-0.292,,,,,,,,https://logo.clearbit.com/totenbanken.no,,,,,,326bf409-d1ab-37b9-866a-96d0d87ae252,,
ULTIMO,0379,Healthcare,"Ultimovacs ASA, a pharmaceutical company, develops immunotherapies for various cancers. The company engages in performing a clinical development program with clinical trials in Europe and the United States. Its lead product candidate is UV1, a peptide-based vaccine, which completed Phase I clinical trial that induces T cell response against the universal cancer antigen telomerase. The company was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 41 38 00 80,Norway,[],http://www.ultimovacs.com,1,Ullernchausseen 64,,Biotechnology,44,44.5,43.189854,,0,,45.7,,17400,,44,42.111763,,44.5,,17400,,,,,,,,,44,2,NOK,,6630,,,,1438807552,,,27169,,44,45,,,6630,76,,,,26,44.6,False,,,45.7,OSL,ULTIMOVACS ASA,Ultimovacs ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ULTIMO.OL,finmb_241624822,no_market,,,,0,-10.554,,,,,31973500,,,15.06,,,,1577750400,0.28587,-76780000,-2.966,,,2.9880478,0.47478,1640908800,1585612800,,,15791553,862077568,,,,,,,,,,,,,,https://logo.clearbit.com/ultimovacs.com,19,,,,,920d6ba7-6524-3ff3-bb26-c3e0e6f49e46,,
TEAM,HM 11,Industrials,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1,Williams House,,Marine Shipping,3.58,3.58,4.6342754,,0,,3.58,,17576,,3.58,3.4,,3.58,,17576,,,,,,-0.337979,,,3.58,4,NOK,,100,,,,726671936,,,20194,2.2585688,3.58,3.56,,,100,7.65,,,,3,3.4,False,,,3.58,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.69,,-0.12687999,39.75,-0.37739134,,,,202980992,,,1.657,,,,1577750400,0.00877,-40821000,-0.216,,,2.160531,0.113129996,1640908800,1585612800,,,139405841,865546560,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,88,4th Floor 20 Reid Street,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,,
TRVX,0283,Healthcare,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1,Lilleakerveien 2C,,Biotechnology,6.41,6.38,6.7542753,,0,,6.44,,139729,,6.41,6.751765,,6.38,,139729,,,,,,2.059233,,,6.31,2,NOK,,91682,,,,486960032,,,336998,189.99611,6.31,6.4,,0,91682,12,-2.245614,,,3.515,6.4,False,,0,6.44,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TRVX.OL,finmb_144098164,no_market,,164.147,,0,-3.137,0.19366848,,-2.85,,76087504,,,5.387,,,,1577750400,0.25366,-132435000,-2.02,,,1.1880453,0.122279994,1640908800,1585612800,,,52861785,420708832,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,20,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,,
