ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,fax,trailingPE,state,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
TGS,1386,Energy,"TGS-NOPEC Geophysical Company ASA provides geoscientific data products and services to the oil and gas industry worldwide. The company offers geophysical multi-client data, including seismic data; and geophysical library, such as gravity, magnetic, seep, geothermal, controlled source electromagnetic, and multi-beam data. It also provides geological services comprising digital well logs; and interpretation services and other geoscientific data to support hydrocarbon exploration. In addition, the company offers imaging services, which include depth and time imaging; marine, land, and ocean bottom cables and nodes; anisotropic imaging; transition zone processing; multi component processing; shear wave; and 4D time-lapse, as well as wide azimuth data processing. Further, it provides data and analytics solutions; data integration products; and PRIMA, a multi-function exploration software suite. TGS-NOPEC Geophysical Company ASA has a strategic collaborations with Axxis Geo Solutions and Schlumberger Limited for Ocean Bottom Node Projects in North Sea. TGS-NOPEC Geophysical Company ASA was founded in 1981 and is headquartered in Asker, Norway.",Asker,47 66 76 99 00,Norway,[],http://www.tgs.com,1,Lensmannslia 4,Oil & Gas Equipment & Services,,113.2,111,133.57266,0.009187279,,,112,,280850,,113.2,112.22857,1.04,111,,280850,,,,4.56,1596067200,1.478448,,,108.75,2,NOK,129902,,,,12748545024,,,301287,25.535137,108.75,108.85,,20000,129902,284.3,52.536232,,3.43,92.4,108.7,False,0.039,21000,112,OSL,TGS NOPEC GEOPH.CO,TGS-NOPEC Geophysical Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TGS.OL,finmb_883703,no_market,,26.215,,-0.05163,37.424,,,2.07,,117228000,,,11.554,,,,1577750400,0.63945,-25779000,-0.251,,,9.412325,0.0113699995,1640908800,1593475200,,,114794813,13087785984,,1150329600,4:1,,,,,,,,,,,,https://logo.clearbit.com/tgs.com,666,47 66 76 99 10,,,,,,e18b95a3-a369-3f26-a613-94c6fdb0c647
SUBC,2086,Energy,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1,"412F, Route d'Esch",Oil & Gas Equipment & Services,,72.42,73.3,62.569492,,0,,73.3,,857571,,72.42,67.64743,,73.3,,857571,,,,,1556150400,1.689655,,,71.8,2,NOK,262540,,,,21480083456,,,711944,6.42347,71.8,72.2,,128000,262540,110.1,288.64,,,38.5,72.12,False,,37100,73.3,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000,EQUITY,SUBC.OL,finmb_359868,no_market,,6.454,,-0.31124002,53.57,,,0.25,,297585984,,,14.516,,,,1577750400,0.61302,-1040800000,-3.495,,,4.971067,0.24016,1640908800,1593475200,,,223353731,21583388672,,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,11869,,,,,,,8610c031-034f-3083-a212-b713518bf428
MORG,6001,Financial Services,"Sparebanken MÃ¸re, together with its subsidiaries, provides banking services for retail and corporate customers primarily in MÃ¸re og Romsdal, Norway. It operates through Corporate, Retail, and Real Estate Brokerage segments. The company offers services in the areas of deposits and other forms of investments, asset management, financing, financial advisory, money transfer, currency and interest rate trading, insurance, real estate brokerage, and real estate management, as well as provide foreign exchange services. As of December 31, 2019, it operated a network of 28 branches located in 16 municipalities of SunnmÃ¸re, 6 municipalities of Romsdal, and 2 municipalities of NordmÃ¸re. The company was founded in 1843 and is headquartered in Ãlesund, Norway.",Ãlesund,47 70 11 30 00,Norway,[],http://www.sbm.no,1,Keiser Wilhelmsgt. 29/33,Banks—Regional,PO Box 121 Sentrum,297,295,287.4203,0.047138046,0.213,,295,,2513,,297,297.25714,14,295,,2513,,,,14,1587081600,0.33128,,,295,2,NOK,1836,,,,2910127872,,,1513,1.9891509,295,295,,17700,1836,359,9.522272,,5.34,215,294,False,0.0471,25000,295,OSL,SPAREBANKEN MORE,Sparebanken Møre,Europe/Oslo,CEST,False,7200000,EQUITY,MORG.OL,finmb_884395,no_market,,22.884,,0.43403998,,,,30.98,,9864840,,,703.914,,,,1577750400,0.29602,299000000,30.405,,,0.4190853,0.29327,1640908800,1593475200,,,7237737,33479858176,,,,,,,-0.171,,,,,,,,https://logo.clearbit.com/sbm.no,360,,9.702352,,,,,21add42f-7ed2-3b8e-827c-6d384a04851d
THIN,0160,Technology,"Thin Film Electronics ASA designs, develops, and produces ultrathin energy storage solutions for wearable devices, connected sensors, and other applications. Its solid-state lithium battery technology enables it to produce rechargeable batteries with high energy densities and long product lifetimes. The company was founded in 2005 is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmsystems.com,1,Fridtjof Nansens Plass 4,Electronic Components,,0.385,0.4,0.58878624,,0,,0.42,,2007349,,0.385,0.33318284,,0.4,,2007349,,,,,,2.032635,,,0.39,4,NOK,6555765,,,,300249280,,,4678564,480.39883,0.39,0.3954,,2859200,6555765,3.76,-7.9040003,,,0.2174,0.3952,False,,1223200,0.42,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,THIN.OL,finmb_740992,no_market,,254.541,,0,-4.678,,,-0.05,,759740032,,,-0.086,,,,1577750400,0.06763,-63932000,-0.753,,,,0.02408,1640908800,1593475200,,,287491434,159088384,,1572566400,1:20,,,,,,,,,,,,https://logo.clearbit.com/thinfilmsystems.com,23,,,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c
STB,1327,Financial Services,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1,Professor Kohts vei 9,Financial Conglomerates,P.O. Box 500,51.68,51.74,49.10223,0.062887,0,,52.8,,1622372,,51.68,51.180573,3.25,51.74,,1622372,,,,,1587600000,1.280788,,,51.7,2,NOK,1043404,,,,24585134080,,,1790387,0.38828647,51.7,52.62,,81400,1043404,74.9,9.260564,,,33.84,52.6,False,,115200,52.8,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STB.OL,finmb_876161,no_market,,0.812,,0.02922,16.851,,,5.68,,467398016,,,73.592,,,,1577750400,0.64619005,1838000000,3.937,,,0.71475154,0.05957,1640908800,1593475200,,,457939559,51429724160,,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,1683,,13.360426,,,,,51fabac2-38a8-3ceb-a804-75f790a366ca
SNI,WC2B 4HN,Industrials,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1,Aldwych House,Marine Shipping,4th Floor 71â91 Aldwych,79.6,82.2,82.56594,0,,,89.5,,13450,,79.6,82.19428,0,82.2,,13450,,,,,1587600000,1.027709,,,82.2,2,NOK,62219,,,,6814443520,,,14354,3.3742204,82.2,86.8,,400,62219,134.6,57.666668,,5.56,69.6,86.4,False,,145400,89.5,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SNI.OL,finmb_305831,no_market,,3.71,,-0.00336,19.44,,,1.5,,63023800,,,20.457,,,,1575072000,0.11141,-1544000,-0.113,,,4.228381,0.61417,1638230400,1590883200,,,33134761,7493306368,,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,6749,,,,,,,b9065de0-e668-3a66-871a-60fbe6d371a0
SVEG,5011,Financial Services,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1,Jonsvollsgaten 2,Banks—Regional,,65.7,65.8,61.213043,0.0368341,0.3735,,66.3,,55960,,65.7,65.377144,2.42,65.8,,55960,,,,2.42,1585094400,0.582512,,,64.9,2,NOK,14611,,,,6974175232,,,36215,1.8788188,64.9,65,,100000,14611,73.8,10.28481,,5.76,42.1,64.7,False,0.0368,300000,66.3,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000,EQUITY,SVEG.OL,finmb_8081598,no_market,,30.53,,0.48788,,,,6.32,,107295000,,,161.512,,,,1577750400,0.31427,582000000,6.386,,,0.4024469,0.26554,1640908800,1593475200,,,78253263,113328627712,,1274313600,2:1,,,,-0.247,,,,,,,,https://logo.clearbit.com/spv.no,730,,10.178515,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807
TEL,1360,Communication Services,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1,SnarÃ¸yveien 30,Telecom Services,,152.75,154.5,148.6913,0.05695581,2.1429,,154.95,,1720544,,152.75,149.78572,8.7,154.5,,1720544,,,,8.6,1602115200,0.178571,,,153.15,2,NOK,489315,,,,219800961024,,,1436114,1.8013963,153.15,154.6,,301900,489315,184.5,15.45,,5.09,130.75,154.45,False,0.0548,230500,154.95,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000,EQUITY,TEL.OL,finmb_658535,no_market,,3.035,,0.05098,8.18,,,10,,1422659968,,,19.729,,,,1577750400,0.30785,5539999744,4.374,,,7.8311114,0.53981996,1640908800,1593475200,,,613954891,370318508032,,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,20000,,35.322357,,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3
VOW,1366,Industrials,"VOW ASA, together with its subsidiaries, manufactures and supplies systems for processing and purifying waste water, food waste, solid waste, and bio sludge. It operates through Projects and After Sales segments. The company offers advanced wastewater purification systems to treat various types of maritime wastewater; incinerator systems for burning sludge from food waste and waste water; vacuum systems for collecting, transporting, and further processing of food waste; and waste recycling systems. It also provides waste destruction systems; custom water treatment systems; and bio-sludge system, a treatment system for sludge from waste water and food waste, and to reduce volume by dewatering and drying, as well as to disinfect. In addition, the company offers water reuse units that are used to polish and prolong the use of recreational waters; and solutions for garbage handling, waste to energy, and scrubber wash water. Further, it provides chemical products used in the wastewater purification systems; and spare parts and consumables, as well as service and operational assistance related to these products. The company sells its products to cruise liners. The company was formerly known as Scanship Holding ASA and changed its name to VOW ASA in January 2020. VOW ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.vowasa.com,1,Lysaker Torg 12,Pollution & Treatment Controls,,32.05,32.2,24.175797,0.003120125,0,,34.55,,540149,,32.05,30.351429,0.1,32.2,,540149,,,,,1558656000,1.300492,,,32.1,2,NOK,580796,,,,3671135744,,,832006,8.207323,32.1,33.8,,,580796,41.7,,,,12.2,33.7,False,,,34.55,OSL,VOW ASA,VOW ASA,Europe/Oslo,CEST,False,7200000,EQUITY,VOW.OL,finmb_261016875,no_market,,8.227,,-0.0038,97.865,,,,,109260000,,,2.439,,,,1577750400,0.04666,-1700000,-0.018,,,13.776137,0.72224,1640908800,1593475200,,,26409307,3679740928,,,,,,,0.771,,,,,,,,https://logo.clearbit.com/vowasa.com,106,,,,,,,86e9b58b-b1e1-3246-a629-6eeca6b530f8
WWI,1366,Industrials,"Wilh. Wilhelmsen Holding ASA provides maritime products and services in Europe, the Americas, Asia, Africa, and Oceania. It operates through Maritime Services and Supply Services segments. The Maritime Services segment offers marine products, ship agency services, and logistics to the merchant fleet, as well as ship management services, including manning for various vessel types. The Supply Services segment engages in the operation of supply bases for the oil industry; development and operation of real estate properties on and off the supply bases; and maintenance of rigs and handling of logistics related to international pipeline projects and windmill parks. The company's marine products include Unitor chemicals and equipment to clean vessels; Unitor fuel treatment chemicals; Unitor oil spill kits and other damage control solutions; Unitor cylinders; Timm ropes; Unitor equipment for the maintenance and performance vessels; and Nalfleet water treatment products to treat and protect on board systems, as well as Unicool refrigerants. It also provides marine insurance services; and maritime training solutions. Wilh. Wilhelmsen Holding ASA was founded in 1861 and is headquartered in Lysaker, Norway. Wilh. Wilhelmsen Holding ASA is a subsidiary of Tallyman AS.",Lysaker,47 67 58 40 00,Norway,[],http://www.wilhelmsen.com,1,Strandveien 20,Marine Shipping,,132,132,111.88333,0.0020454547,,,136,,4238,,132,122.72857,0.27,132,,4238,,,,4.5,1588204800,1.19766,,,130,2,NOK,7881,,,,5940723200,,,7144,6.9726796,130,135.5,,13000,7881,179,48.194946,,2.76,86.8,133.5,False,0.0341,50600,136,OSL,WILH WILHEL. HLDG,Wilh. Wilhelmsen Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,WWI.OL,finmb_875518,no_market,,7.521,,-0.27113,58.251,,,2.77,,34000000,,,35.285,,,,1577750400,0.19161,-231000000,-5.129,,,3.7834773,0.62031,1640908800,1593475200,,,20698494,6407560192,,1097712000,2:1,,,,-0.36,,,,,,,,https://logo.clearbit.com/wilhelmsen.com,15065,47 67 58 40 80,,,,,,7ff393f2-db27-3e08-92bc-41abf523b497
